28840	1362	574
28840	779	164
28860	429	117
28860	763	447
28880	763	447
28900	97	1204
28900	1414	215
28900	461	1245
28900	15	20
28900	20	1209
28920	425	447
28920	1090	720
28920	491	215
28920	200	1323
28920	649	20
28920	242	215
28920	20	985
28920	763	447
28940	200	440
28940	461	372
28940	77	20
28940	147	117
28980	160	425
28980	763	27
28980	295	447
29000	1414	215
29000	74	20
29000	763	447
29020	977	649
29020	649	122
29020	763	447
29040	649	77
29040	429	97
29080	74	434
29080	1414	215
29100	741	426
29100	461	242
29100	461	372
29100	215	985
29120	1204	290
29120	290	1492
29120	763	447
29140	97	147
29140	425	447
29140	429	15
29160	200	461
29180	200	89
29200	977	372
29200	387	77
29220	1204	20
29240	977	574
29240	1362	574
29240	491	20
29260	649	122
29260	649	426
29260	779	220
29260	779	77
29260	432	220
29260	434	220
29260	434	55
29260	763	447
29260	220	378
29320	89	461
29320	147	117
29380	122	779
29400	200	1245
29400	429	117
29400	859	1245
29420	859	71
29420	200	147
29420	200	574
29420	74	1209
29420	147	117
29420	763	447
29440	985	20
29440	1362	574
29460	1414	491
29460	200	1245
29460	74	1492
29480	74	77
29480	977	372
29480	20	1245
29500	1209	20
29540	649	985
29580	97	1414
29580	1414	1323
29580	429	441
29580	763	447
29620	164	432
29620	487	977
29620	1362	242
29640	74	426
29640	461	89
29640	434	147
29660	441	117
29660	122	215
29660	1492	215
29680	387	1204
29680	164	779
29680	677	475
29680	1414	372
29680	649	77
29680	74	985
29680	74	426
29680	74	372
29680	779	122
29680	779	461
29680	429	432
29680	985	1209
29680	985	426
29680	1492	122
29700	387	649
29700	71	491
29700	649	461
29700	74	77
29700	491	985
29700	242	1492
29700	751	1492
29700	434	117
29720	3	200
29720	200	117
29720	649	432
29720	779	440
29720	779	1245
29720	977	20
29740	1090	3
29740	1090	117
29740	1362	215
29760	71	378
29760	491	435
29760	20	215
29780	977	74
29780	74	71
29780	461	97
29800	290	1204
29800	1090	720
29800	461	117
29800	77	15
29800	440	158
29800	763	447
29820	97	77
29820	1090	71
29820	20	122
29820	763	447
29840	401	441
29840	475	677
29860	1209	74
29860	20	117
29880	27	763
29880	1414	859
29880	71	242
29880	649	89
29880	649	1323
29880	649	77
29880	426	20
29880	89	859
29900	74	434
29900	653	475
29900	1362	122
29900	1492	122
29900	122	426
29920	290	215
29920	1090	117
29920	977	215
29920	122	1245
29940	1090	117
29940	3	20
29940	77	117
29940	387	859
29940	387	220
29940	117	859
29940	378	220
29960	425	447
29960	74	985
29960	74	426
29980	653	159
30000	544	425
30000	544	295
30000	970	909
30020	290	200
30020	290	574
30020	99	628
30020	99	236
30020	741	378
30020	741	387
30020	489	460
30040	160	677
30040	173	79
30040	429	440
30060	491	574
30060	429	441
30060	77	215
30080	401	977
30080	401	1362
30080	147	117
30100	435	387
30100	71	1204
30100	649	1362
30100	1323	1492
30100	242	89
30100	242	1362
30100	461	440
30100	432	378
30100	432	117
30100	147	1245
30120	97	215
30120	1090	215
30120	779	122
30120	779	164
30120	1414	20
30120	487	491
30120	74	122
30120	491	3
30120	491	1260
30120	432	242
30120	401	3
30120	215	720
30120	215	426
30140	3	290
30140	720	779
30140	1090	751
30140	1323	200
30140	1323	117
30140	1323	55
30140	164	432
30140	487	491
30140	487	1260
30140	200	401
30140	491	1492
30140	432	387
30140	401	147
30160	290	603
30160	290	1323
30160	603	164
30160	164	487
30160	1414	401
30160	977	491
30160	649	89
30160	491	461
30160	429	117
30160	432	89
30160	401	71
30160	435	859
30160	20	1245
30180	1414	220
30180	649	242
30180	20	1090
30180	20	74
30180	156	425
30180	603	491
30180	164	1090
30180	1323	122
30180	429	1090
30180	432	372
30180	55	1260
30180	720	491
30180	977	372
30180	1492	372
30180	859	1260
30200	200	290
30200	34	677
30220	378	1260
30240	720	985
30240	147	387
30260	74	242
30260	491	1204
30260	432	89
30280	1492	1260
30280	434	1260
30280	1090	441
30300	122	426
30320	387	491
30320	491	977
30320	491	77
30320	460	173
30320	79	156
30320	242	1492
30340	387	432
30340	164	1414
30340	200	117
30340	74	491
30340	74	77
30340	491	117
30340	79	156
30340	242	435
30360	677	464
30360	74	77
30360	79	156
30360	447	165
30380	720	220
30380	156	79
30380	147	220
30400	74	1362
30420	200	461
30420	378	461
30420	242	491
30440	89	387
30440	1090	441
30460	242	378
30460	242	1245
30460	147	117
30460	117	859
30460	215	378
30480	387	432
30480	432	242
30480	147	441
30480	215	220
30500	1090	1362
30500	200	117
30500	242	117
30500	432	89
30520	441	20
30540	165	447
30540	649	77
30540	720	215
30540	242	220
30560	290	74
30560	290	71
30560	34	245
30560	1414	491
30560	71	859
30560	71	429
30560	77	985
30560	429	859
30560	429	147
30560	441	117
30560	440	461
30580	160	165
30580	435	720
30580	435	20
30580	387	71
30580	164	440
30580	164	720
30580	164	147
30580	649	122
30580	649	429
30580	1260	122
30580	1260	242
30580	1204	242
30580	628	763
30600	259	628
30600	165	884
30600	1260	434
30600	215	1492
30600	1492	89
30600	751	440
30600	884	447
30600	117	378
30620	464	909
30620	1414	432
30620	74	215
30620	429	432
30620	628	27
30620	378	720
30640	200	1323
30640	649	720
30640	649	1362
30640	1362	20
30640	147	117
30640	425	447
30660	160	425
30660	97	985
30660	97	147
30660	290	720
30660	290	574
30660	27	165
30660	491	859
30660	77	20
30660	432	378
30660	432	117
30660	89	1245
30680	290	440
30680	425	447
30680	429	117
30700	165	447
30700	74	242
30700	977	574
30720	447	165
30720	387	977
30720	165	425
30720	165	27
30720	649	242
30720	649	426
30720	970	159
30720	491	1362
30720	653	245
30720	147	603
30720	1492	603
30720	1323	426
30740	290	432
30740	429	89
30740	429	15
30740	432	89
30740	1362	89
30760	97	441
30760	97	1492
30760	97	1414
30760	720	242
30780	99	628
30780	295	763
30780	460	909
30780	909	464
30780	429	147
30780	429	1245
30780	220	574
30800	1090	89
30800	1090	242
30800	487	242
30800	200	977
30800	200	147
30800	200	574
30800	977	220
30800	720	89
30800	401	89
30800	1204	220
30820	97	147
30820	1323	491
30820	677	475
30820	71	429
30820	71	574
30820	200	242
30820	1362	15
30840	259	425
30840	200	215
30840	432	401
30840	242	20
30860	74	574
30860	401	20
30860	147	20
30860	122	426
30880	720	491
30880	1090	242
30880	1323	1492
30880	1323	1204
30880	461	117
30880	15	20
30880	432	89
30880	242	1204
30880	117	441
30900	122	147
30900	122	77
30900	20	1362
30940	1090	491
30940	1414	20
30940	401	89
30960	1414	74
30960	487	74
30960	491	77
30960	1260	242
30960	1260	77
30960	1362	242
30960	432	89
30960	242	378
30980	1090	461
30980	3	117
30980	71	1323
30980	779	603
30980	1323	434
30980	1323	77
30980	387	77
30980	461	1492
30980	432	1245
30980	147	441
30980	117	441
30980	55	220
30980	55	1245
30980	27	447
31000	164	15
31000	1414	432
31000	71	649
31000	779	603
31000	15	117
31000	20	215
31000	117	440
31020	34	653
31020	487	242
31020	1362	1492
31020	242	1209
31020	55	1245
31020	372	15
31040	1090	378
31040	491	290
31040	779	603
31040	77	985
31040	1362	574
31040	3	1492
31040	215	574
31040	220	574
31060	164	487
31060	1414	242
31060	425	295
31060	77	242
31060	15	372
31060	977	215
31060	215	220
31100	20	977
31100	164	1492
31100	164	574
31120	97	74
31120	97	491
31120	1204	574
31120	74	441
31120	491	20
31120	461	89
31120	3	122
31140	447	295
31160	441	117
31160	491	985
31160	1260	117
31160	77	977
31160	117	55
31160	215	55
31180	387	20
31180	1414	20
31180	1260	440
31180	1260	55
31180	751	378
31180	751	1245
31180	147	122
31180	884	763
31200	720	378
31200	1090	432
31200	1090	649
31200	3	649
31200	3	117
31200	3	461
31200	164	122
31200	649	1245
31200	649	426
31200	1323	122
31200	461	440
31200	461	432
31200	1204	985
31200	1204	1245
31220	720	387
31220	720	751
31220	1090	649
31220	1090	158
31220	1414	1204
31220	487	649
31220	649	1260
31220	649	20
31220	426	1260
31220	491	1204
31220	1260	158
31220	77	20
31220	77	215
31220	751	1204
31220	432	378
31220	242	158
31220	215	1245
31240	20	985
31240	20	426
31240	20	1204
31240	20	1492
31240	985	74
31240	429	441
31240	429	117
31240	429	97
31240	55	741
31240	440	741
31240	1090	378
31240	77	215
31240	720	220
31240	720	117
31240	215	741
31240	89	1260
31240	741	1260
31240	751	378
31260	164	440
31260	487	432
31260	487	461
31260	1260	461
31260	628	763
31280	160	165
31280	1090	1245
31280	1090	461
31280	261	159
31280	162	372
31280	440	89
31300	3	1414
31300	3	649
31300	3	1245
31300	3	158
31300	261	491
31300	649	1209
31300	20	164
31300	158	77
31300	158	751
31300	164	242
31300	429	441
31300	432	751
31300	440	1090
31300	441	487
31300	574	242
31300	574	751
31300	574	487
31300	77	97
31300	220	487
31320	3	487
31320	1414	1204
31320	1414	215
31320	649	77
31320	34	763
31320	165	447
31320	432	487
31320	434	1204
31320	1209	574
31320	574	77
31320	1090	461
31320	77	378
31320	461	220
31320	461	122
31320	461	751
31320	215	378
31320	89	487
31320	220	487
31340	80	894
31340	387	71
31340	232	272
31340	74	985
31340	628	763
31360	122	426
31380	3	977
31380	97	122
31380	162	372
31380	1204	429
31380	1414	574
31380	487	432
31380	487	122
31380	487	215
31380	74	20
31380	432	220
31380	977	55
31380	147	122
31380	20	1209
31380	20	426
31380	574	220
31380	574	158
31380	55	122
31400	162	372
31400	3	429
31400	1414	432
31400	649	117
31400	1323	441
31400	429	89
31400	985	89
31400	117	20
31420	162	372
31420	165	27
31420	461	215
31420	77	242
31420	80	894
31440	160	259
31440	160	628
31440	160	165
31440	290	432
31440	164	1260
31440	165	447
31440	1414	432
31440	461	432
31440	147	441
31440	261	694
31440	89	122
31460	653	259
31460	162	372
31460	261	694
31460	461	977
31460	77	977
31460	977	89
31460	122	1245
31480	160	884
31480	261	694
31480	425	763
31480	1260	122
31500	425	447
31500	261	694
31520	3	985
31520	99	27
31520	261	694
31520	677	653
31520	425	447
31520	461	147
31540	261	694
31540	425	763
31540	80	894
31540	628	763
31540	20	985
31560	1090	432
31560	261	694
31560	147	89
31560	147	1245
31580	97	1414
31580	261	694
31580	165	27
31580	165	447
31580	295	27
31580	295	447
31580	970	677
31580	117	441
31600	164	461
31600	261	694
31600	77	122
31600	20	985
31600	122	1245
31620	3	89
31620	261	694
31620	147	441
31640	261	694
31640	74	1209
31640	74	215
31640	461	117
31640	20	215
31640	27	62
31660	80	894
31680	440	487
31680	164	1245
31700	1090	1414
31700	1414	89
31700	295	653
31700	489	970
31700	1323	1362
31700	1323	1492
31700	429	1245
31700	432	89
31720	429	20
31720	977	242
31720	147	985
31740	261	694
31740	77	977
31740	77	378
31740	15	120
31740	242	1492
31740	1492	461
31760	34	295
31760	3	985
31760	3	147
31760	164	432
31760	1323	1260
31760	461	432
31760	461	977
31760	429	220
31760	977	985
31760	147	1492
31760	1204	1492
31760	1204	1245
31780	97	147
31780	1090	432
31780	1414	1492
31780	426	1492
31780	1260	440
31780	1260	461
31780	461	432
31780	432	1245
31780	1492	1245
31800	165	425
31800	164	1323
31800	741	378
31800	74	1362
31800	1323	429
31800	1260	429
31800	77	977
31800	977	89
31800	977	426
31800	694	261
31820	487	89
31820	1260	441
31820	461	1362
31820	461	378
31820	461	77
31820	880	628
31820	1492	1245
31840	162	372
31840	34	295
31840	261	694
31840	165	884
31840	165	295
31840	1414	461
31840	487	434
31840	487	1245
31840	1090	432
31840	1090	1323
31840	117	1323
31860	259	763
31860	259	653
31860	1414	432
31860	1414	1209
31860	267	198
31860	20	429
31860	89	977
31860	162	372
31860	165	425
31860	165	447
31860	1323	97
31860	1323	1362
31860	432	1362
31860	432	461
31860	461	977
31860	461	215
31860	215	985
31860	1245	117
31880	160	628
31880	267	198
31900	97	117
31900	198	267
31900	80	894
31920	97	378
31920	97	1323
31920	97	429
31920	97	77
31920	1323	440
31920	1323	1492
31920	164	1260
31920	165	295
31920	198	267
31920	74	378
31920	432	378
31920	461	378
31920	242	985
31920	242	89
31920	884	447
31940	97	3
31940	3	164
31940	3	117
31940	198	267
31940	779	649
31940	1260	1204
31940	1260	1245
31940	429	122
31940	80	894
31940	977	1209
31940	1204	441
31960	160	425
31960	80	894
31960	1090	426
31960	1090	117
31960	1090	429
31960	164	74
31960	198	267
31960	429	20
31960	432	378
31980	97	242
31980	165	425
31980	198	267
31980	74	215
31980	80	894
31980	977	215
31980	985	426
32000	165	425
32000	1323	441
