1269	0.0	33080	0
1269	1.0	33700	0
1269	2.0	34300	0
1269	3.0	34900	0
1269	4.0	35500	0
1269	5.0	36100	0
1269	6.0	36700	0
1269	7.0	37300	0
1269	8.0	37900	0
1269	9.0	38500	0
1269	10.0	39100	0
1269	11.0	39700	0
1269	12.0	40300	0
1269	13.0	40900	0
1269	14.0	41500	0
1269	15.0	42100	0
1269	16.0	42700	0
1269	17.0	43300	0
1269	18.0	43900	0
1269	19.0	44500	0
1269	20.0	45100	0
1269	21.0	45700	0
1269	22.0	46300	0
1269	23.0	46900	0
1269	24.0	47500	0
1269	25.0	48100	0
1269	26.0	48700	0
1269	27.0	49300	0
1269	28.0	49900	0
1269	29.0	50500	0
1269	30.0	51100	0
1269	31.0	51700	0
1269	32.0	52300	0
1269	33.0	52900	0
1269	34.0	53500	0
1269	35.0	54100	0
1269	36.0	54700	0
1269	37.0	55300	0
1269	38.0	55900	1
1269	39.0	56500	1
1269	40.0	57100	1
1269	41.0	57700	1
1269	42.0	58300	1
1269	43.0	58900	1
1269	44.0	59500	1
1269	45.0	60100	1
1269	46.0	60700	1
1269	47.0	61300	1
1269	48.0	61900	1
1269	49.0	62500	1
1269	50.0	63100	1
1269	51.0	63700	1
1269	52.0	64300	1
1269	53.0	64900	1
1269	54.0	65500	1
1269	55.0	66100	1
1269	56.0	66700	1
1269	57.0	67300	1
1269	58.0	67900	1
1269	59.0	68500	1
1269	60.0	69100	1
1269	61.0	69700	1
1269	62.0	70300	1
1269	63.0	70900	1
1269	64.0	71500	1
1269	65.0	72100	1
1269	66.0	72700	1
1269	67.0	73300	1
1269	68.0	73900	1
1269	69.0	74200	1
1269	70.0	74960	1
1269	71.0	75620	1
1269	72.0	76240	1
1269	73.0	76380	1
1269	74.0	77500	1
1269	75.0	77600	1
1269	76.0	78700	1
1269	77.0	79260	1
1269	78.0	79900	1
1269	79.0	80500	1
1269	80.0	81100	2
1269	81.0	81700	2
1269	82.0	82300	2
1269	83.0	82900	2
1269	84.0	83500	2
1269	85.0	84100	2
1269	86.0	84700	2
1269	87.0	85300	2
1269	88.0	85900	2
1269	89.0	86500	2
1269	90.0	87100	2
1269	91.0	87700	2
1269	92.0	88300	2
1269	93.0	88900	2
1269	94.0	89500	2
1269	95.0	90100	2
1269	96.0	90700	2
1269	97.0	91300	2
1269	98.0	91900	2
1269	99.0	92500	2
1269	100.0	93100	2
1269	101.0	93700	2
1269	102.0	94300	2
1269	103.0	94900	2
1269	104.0	95500	2
1269	105.0	96100	2
1269	106.0	96700	2
1269	107.0	97300	2
1269	108.0	97900	2
1269	109.0	98500	2
1269	110.0	99100	2
