1426	0.0	31800	0
1426	1.0	32400	0
1426	2.0	33000	0
1426	3.0	33600	0
1426	4.0	34200	0
1426	5.0	34800	0
1426	6.0	35400	1
1426	7.0	36000	1
1426	8.0	36600	1
1426	9.0	37200	1
1426	10.0	37800	1
1426	11.0	38400	1
1426	12.0	39000	1
1426	13.0	39600	1
1426	14.0	40200	1
1426	15.0	40800	1
1426	16.0	41400	1
1426	17.0	42000	2
1426	18.0	42600	2
1426	19.0	43200	2
1426	20.0	43800	2
1426	21.0	44400	2
1426	22.0	45000	2
1426	23.0	45600	2
1426	24.0	46200	2
1426	25.0	46800	2
1426	26.0	47400	2
1426	27.0	48000	2
1426	28.0	48600	2
1426	29.0	49200	2
1426	30.0	49800	2
1426	31.0	50400	2
1426	32.0	51000	2
1426	33.0	51600	2
1426	34.0	52200	2
1426	35.0	52800	2
1426	36.0	53400	2
1426	37.0	54000	2
1426	38.0	54600	2
1426	39.0	55200	2
1426	40.0	55800	2
1426	41.0	56400	2
1426	42.0	57000	2
1426	43.0	57600	2
1426	44.0	58200	2
1426	45.0	58800	2
1426	46.0	59400	2
1426	47.0	60000	2
1426	48.0	60600	2
1426	49.0	61200	2
1426	50.0	61800	2
1426	51.0	62400	2
1426	52.0	63000	2
1426	53.0	63600	2
1426	54.0	64200	2
1426	55.0	64800	2
1426	56.0	65400	2
1426	57.0	66000	2
1426	58.0	66600	2
1426	59.0	67200	2
1426	60.0	67800	2
1426	61.0	68400	2
1426	62.0	69000	2
1426	63.0	69600	2
1426	64.0	70200	2
1426	65.0	70800	2
1426	66.0	71400	2
1426	67.0	72000	2
1426	68.0	72600	2
1426	69.0	73200	2
1426	70.0	73800	2
1426	71.0	74400	2
1426	72.0	75000	2
1426	73.0	75600	2
1426	74.0	76200	2
1426	75.0	76800	2
1426	76.0	77400	2
1426	77.0	78000	2
1426	78.0	78600	2
1426	79.0	79200	2
1426	80.0	79800	2
1426	81.0	80400	2
1426	82.0	81000	2
1426	83.0	81600	2
1426	84.0	82200	2
1426	85.0	82800	2
1426	86.0	83400	2
1426	87.0	84000	2
1426	88.0	84600	2
1426	89.0	85200	2
1426	90.0	85800	2
1426	91.0	86400	2
1426	92.0	87000	2
1426	93.0	87600	2
1426	94.0	88200	2
1426	95.0	88800	2
1426	96.0	89400	2
1426	97.0	90000	2
1426	98.0	90600	2
1426	99.0	91200	2
1426	100.0	91800	2
1426	101.0	92400	2
1426	102.0	93000	2
1426	103.0	93200	2
1427	0.0	31800	0
1427	1.0	32400	0
1427	2.0	33000	0
1427	3.0	33600	0
1427	4.0	34200	0
1427	5.0	34800	0
1427	6.0	35400	1
1427	7.0	36000	1
1427	8.0	36600	1
1427	9.0	37200	1
1427	10.0	37800	1
1427	11.0	38400	1
1427	12.0	39000	1
1427	13.0	39600	1
1427	14.0	40200	1
1427	15.0	40800	1
1427	16.0	41400	1
1427	17.0	42000	1
1427	18.0	42600	1
1427	19.0	43200	1
1427	20.0	43800	1
1427	21.0	44400	1
1427	22.0	45000	2
1427	23.0	45600	2
1427	24.0	46200	2
1427	25.0	46800	2
1427	26.0	47400	2
1427	27.0	48000	2
1427	28.0	48600	2
1427	29.0	49200	2
1427	30.0	49800	2
1427	31.0	50400	2
1427	32.0	51000	2
1427	33.0	51600	2
1427	34.0	52200	2
1427	35.0	52800	2
1427	36.0	53400	2
1427	37.0	54000	2
1427	38.0	54600	2
1427	39.0	55200	2
1427	40.0	55800	2
1427	41.0	56400	2
1427	42.0	57000	2
1427	43.0	57600	2
1427	44.0	58200	2
1427	45.0	58800	2
1427	46.0	59400	2
1427	47.0	60000	2
1427	48.0	60600	2
1427	49.0	61200	2
1427	50.0	61800	2
1427	51.0	62400	2
1427	52.0	63000	2
1427	53.0	63600	2
1427	54.0	64200	2
1427	55.0	64800	2
1427	56.0	65400	2
1427	57.0	66000	2
1427	58.0	66600	2
1427	59.0	67200	2
1427	60.0	67800	2
1427	61.0	68400	2
1427	62.0	69000	2
1427	63.0	69600	2
1427	64.0	70200	2
1427	65.0	70800	2
1427	66.0	71400	2
1427	67.0	72000	2
1427	68.0	72600	2
1427	69.0	73200	2
1427	70.0	73800	2
1427	71.0	74400	2
1427	72.0	75000	2
1427	73.0	75600	2
1427	74.0	76200	2
1427	75.0	76800	2
1427	76.0	77400	2
1427	77.0	78000	2
1427	78.0	78600	2
1427	79.0	79200	2
1427	80.0	79800	2
1427	81.0	80400	2
1427	82.0	81000	2
1427	83.0	81600	2
1427	84.0	82200	2
1427	85.0	82800	2
1427	86.0	83400	2
1427	87.0	84000	2
1427	88.0	84600	2
1427	89.0	85200	2
1427	90.0	85800	2
1427	91.0	86400	2
1427	92.0	87000	2
1427	93.0	87600	2
1427	94.0	88200	2
1427	95.0	88800	2
1427	96.0	89400	2
1427	97.0	90000	2
1427	98.0	90600	2
1427	99.0	91200	2
1427	100.0	91800	2
1427	101.0	92400	2
1427	102.0	93000	2
1427	103.0	93200	2
1428	0.0	31800	0
1428	1.0	32400	0
1428	2.0	33000	0
1428	3.0	33600	0
1428	4.0	34200	0
1428	5.0	34800	0
1428	6.0	35400	0
1428	7.0	36000	1
1428	8.0	36600	1
1428	9.0	37200	1
1428	10.0	37800	1
1428	11.0	38400	2
1428	12.0	39000	2
1428	13.0	39600	2
1428	14.0	40200	2
1428	15.0	40800	2
1428	16.0	41400	2
1428	17.0	42000	2
1428	18.0	42600	2
1428	19.0	43200	2
1428	20.0	43800	2
1428	21.0	44400	2
1428	22.0	45000	2
1428	23.0	45600	2
1428	24.0	46200	2
1428	25.0	46800	2
1428	26.0	47400	2
1428	27.0	48000	2
1428	28.0	48600	2
1428	29.0	49200	2
1428	30.0	49800	2
1428	31.0	50400	2
1428	32.0	51000	2
1428	33.0	51600	2
1428	34.0	52200	2
1428	35.0	52800	2
1428	36.0	53400	2
1428	37.0	54000	2
1428	38.0	54600	2
1428	39.0	55200	2
1428	40.0	55800	2
1428	41.0	56400	2
1428	42.0	57000	2
1428	43.0	57600	2
1428	44.0	58200	2
1428	45.0	58800	2
1428	46.0	59400	2
1428	47.0	60000	2
1428	48.0	60600	2
1428	49.0	61200	2
1428	50.0	61800	2
1428	51.0	62400	2
1428	52.0	63000	2
1428	53.0	63600	2
1428	54.0	64200	2
1428	55.0	64800	2
1428	56.0	65400	2
1428	57.0	66000	2
1428	58.0	66600	2
1428	59.0	67200	2
1428	60.0	67800	2
1428	61.0	68400	2
